"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1642516";"";"None";"457.88";"0";"3.44";"31";"O[C@@H]1[C@@H](O)[C@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)O[C@H](C(F)F)[C@H]1O";"IC50";"'='";"9.55";"nM";"8.02";"";"";"UO_0000065";"17.52";"0.37";"4.58";"8.36";"0";"CHEMBL1646352";"Inhibition of human SGLT2 expressed in CHO cells assessed as inhibition of [14C]alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"9.55"
"CHEMBL1642520";"";"None";"468.00";"0";"3.53";"25";"CSC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ncc(-c4ccco4)s3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'='";"18.6";"nM";"7.73";"";"";"UO_0000065";"16.52";"0.35";"4.20";"8.06";"0";"CHEMBL1646352";"Inhibition of human SGLT2 expressed in CHO cells assessed as inhibition of [14C]alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641474";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"18.6"
"CHEMBL1649593";"";"None";"339.39";"0";"1.84";"16a";"O[C@@H]1[C@@H](O)[C@H](n2cc(Cc3ccccc3)c3ccccc32)OC[C@H]1O";"EC50";"'='";"7129.0";"nM";"5.15";"";"";"UO_0000065";"15.17";"0.28";"3.31";"6.88";"0";"CHEMBL1655514";"Inhibition of human SGLT2 expressed in CHO cells assessed as sodium-dependent [14C]-alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649072";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"7129.0"
"CHEMBL1650476";"";"None";"357.38";"0";"1.98";"16h";"O[C@@H]1[C@@H](O)[C@H](n2cc(Cc3ccccc3)c3ccc(F)cc32)OC[C@H]1O";"EC50";"'='";"23627.0";"nM";"4.63";"";"";"UO_0000065";"12.95";"0.24";"2.65";"6.18";"0";"CHEMBL1655514";"Inhibition of human SGLT2 expressed in CHO cells assessed as sodium-dependent [14C]-alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649072";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"23627.0"
"CHEMBL1650459";"";"None";"373.84";"0";"2.50";"16m";"O[C@@H]1[C@@H](O)[C@H](n2cc(Cc3ccccc3)c3cccc(Cl)c32)OC[C@H]1O";"EC50";"'='";"10680.0";"nM";"4.97";"";"";"UO_0000065";"13.30";"0.26";"2.47";"6.64";"0";"CHEMBL1655514";"Inhibition of human SGLT2 expressed in CHO cells assessed as sodium-dependent [14C]-alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649072";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"10680.0"
"CHEMBL1650460";"";"None";"418.29";"0";"2.61";"16n";"O[C@@H]1[C@@H](O)[C@H](n2cc(Cc3ccccc3)c3c(Br)cccc32)OC[C@H]1O";"EC50";"'='";"923.0";"nM";"6.04";"";"";"UO_0000065";"14.43";"0.32";"3.42";"8.06";"0";"CHEMBL1655514";"Inhibition of human SGLT2 expressed in CHO cells assessed as sodium-dependent [14C]-alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649072";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"923.0"
"CHEMBL1650499";"";"None";"419.93";"0";"3.22";"19k";"CSc1ccc(Cc2cn([C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c3cccc(Cl)c23)cc1";"EC50";"'='";"426.0";"nM";"6.37";"";"";"UO_0000065";"15.17";"0.31";"3.15";"8.51";"0";"CHEMBL1655514";"Inhibition of human SGLT2 expressed in CHO cells assessed as sodium-dependent [14C]-alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649072";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"426.0"
"CHEMBL1650501";"";"None";"413.90";"0";"3.37";"19m";"O[C@@H]1[C@@H](O)[C@H](n2cc(Cc3ccc(C4CC4)cc3)c3c(Cl)cccc32)OC[C@H]1O";"EC50";"'='";"161.0";"nM";"6.79";"";"";"UO_0000065";"16.41";"0.32";"3.42";"9.08";"0";"CHEMBL1655514";"Inhibition of human SGLT2 expressed in CHO cells assessed as sodium-dependent [14C]-alpha-methyl-D-glucopyranoside uptake after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649072";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";"";"";"161.0"
"CHEMBL2048485";"";"None";"358.43";"0";"1.46";"5a";"COc1ccc(Cc2cccc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"19.91";"0.37";"5.68";"7.92";"0";"CHEMBL2051076";"Inhibition of human SGLT2 expressed in CHO-K1 cells by [14C]AMG uptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046440";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3307512";"";"";"";"73.0"
"CHEMBL2048488";"";"None";"386.49";"0";"2.03";"5d";"CCc1ccc(Cc2cc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2OC)cc1";"IC50";"'='";"8.3";"nM";"8.08";"";"";"UO_0000065";"20.91";"0.39";"6.05";"8.96";"0";"CHEMBL2051076";"Inhibition of human SGLT2 expressed in CHO-K1 cells by [14C]AMG uptake assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046440";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3307512";"";"";"";"8.3"
"CHEMBL2018096";"IPRAGLIFLOZIN";"4.0";"404.46";"0";"2.15";"6";"OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'='";"7.38";"nM";"8.13";"";"";"UO_0000065";"20.11";"0.40";"5.98";"9.02";"1";"CHEMBL4343613";"Inhibition of human SGLT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342422";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"7.38"
"CHEMBL2110731";"TOFOGLIFLOZIN ANHYDROUS";"4.0";"386.44";"0";"1.00";"7";"CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1";"IC50";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"22.09";"0.42";"7.54";"8.59";"1";"CHEMBL4343613";"Inhibition of human SGLT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342422";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"2.9"
"CHEMBL3039507";"SOTAGLIFLOZIN";"4.0";"424.95";"0";"3.17";"9";"CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"20.76";"0.43";"5.65";"11.15";"0";"CHEMBL4015661";"Inhibition of human SGLT2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014312";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"1.5"
"CHEMBL1164445";"";"None";"462.97";"0";"2.71";"11b";"C=CCOCc1cc(Cl)c(Cc2ccc(CC)cc2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"15.73";"0.31";"4.57";"7.33";"0";"CHEMBL1167866";"Inhibition of human SGLT2 expressed in HEK293 cells assessed as inhibition of [14C]alpha-methyl-D-glucopyranoside uptake after 1.5 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1166018";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";"";"";"52.0"
"CHEMBL1163532";"";"None";"480.99";"0";"2.17";"18";"CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(COCCOC)cc2Cl)cc1";"IC50";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"17.55";"0.35";"6.27";"7.77";"0";"CHEMBL1167866";"Inhibition of human SGLT2 expressed in HEK293 cells assessed as inhibition of [14C]alpha-methyl-D-glucopyranoside uptake after 1.5 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1166018";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";"";"";"3.6"
"CHEMBL1163754";"";"None";"478.97";"0";"2.11";"24";"CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(COCC(C)=O)cc2Cl)cc1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"17.17";"0.34";"6.11";"7.06";"0";"CHEMBL1167866";"Inhibition of human SGLT2 expressed in HEK293 cells assessed as inhibition of [14C]alpha-methyl-D-glucopyranoside uptake after 1.5 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1166018";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";"";"";"6.0"
"CHEMBL1163914";"";"None";"474.98";"0";"2.20";"35";"C#CCOCCc1cc(Cl)c(Cc2ccc(CC)cc2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"17.21";"0.34";"5.97";"8.22";"0";"CHEMBL1167866";"Inhibition of human SGLT2 expressed in HEK293 cells assessed as inhibition of [14C]alpha-methyl-D-glucopyranoside uptake after 1.5 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3884";"Sodium/glucose cotransporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1166018";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";"";"";"6.7"
